119,119,119 102,119,119 102,102,102 153,153,153 136,136,136 136,136,136 187,187,187 170,170,170 170,170,170
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 100,89,88 71,71,70
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 101,89,88 68,68,68
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 102,90,88 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 102,90,88 71,70,69
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 102,90,89 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 102,90,90 70,70,70
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 104,92,90 70,70,70
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 111,111,95 136,136,136 99,87,87 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 112,111,95 136,136,136 102,90,88 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 127,111,111 112,112,95 136,136,136 103,92,90 71,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,111,111 111,111,95 136,136,136 102,91,89 70,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,111,111 112,111,95 136,136,136 105,90,89 73,70,69
119,119,119 119,102,102 102,102,102 136,136,119 128,111,111 112,112,95 136,136,136 101,89,88 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 111,111,95 136,136,136 102,90,89 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 111,111,95 136,136,136 104,91,90 71,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 111,111,95 136,136,136 104,92,90 70,70,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 111,111,95 136,136,136 104,92,90 70,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 102,89,89 70,69,69
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 103,91,89 72,73,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 103,92,90 71,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 104,92,90 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 104,92,90 70,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 104,92,90 71,71,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 105,90,89 73,70,69
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,95 136,136,136 105,93,90 73,73,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 112,112,96 136,136,136 104,92,90 71,72,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,111 113,113,95 136,136,136 109,96,91 74,74,70
119,119,119 119,102,102 102,102,102 136,136,119 128,112,112 112,112,95 136,136,136 104,91,90 71,71,71
119,119,119 119,102,102 102,102,102 136,136,119 128,112,112 113,113,97 136,136,136 108,95,94 75,74,74
119,119,119 119,102,102 102,102,102 136,136,119 129,113,111 113,113,95 136,136,136 110,97,92 77,76,71
119,119,119 119,102,102 102,102,102 136,136,119 129,113,111 113,113,95 136,136,136 113,100,95 74,73,71
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 112,112,95 136,136,136 105,92,90 72,73,70
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 112,112,95 136,136,136 105,93,92 70,70,69
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 113,113,96 136,136,136 104,93,90 72,73,70
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 113,113,96 136,136,136 105,93,89 73,73,69
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 113,113,96 136,136,136 107,96,92 75,75,72
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 113,113,96 136,136,136 108,96,92 72,72,70
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 113,113,96 136,136,136 109,96,95 74,74,73
119,119,119 119,102,102 102,102,102 136,136,119 129,113,112 114,114,97 136,136,136 113,101,95 78,78,74
119,119,119 119,102,102 102,102,102 136,136,119 129,113,113 113,113,97 136,136,136 104,92,91 72,72,71
119,119,119 119,102,102 102,102,102 136,136,119 129,114,112 113,114,96 136,136,136 112,98,92 75,75,70
119,119,119 119,102,102 102,102,102 136,136,119 129,114,112 116,115,98 136,136,136 110,100,94 82,82,77
119,119,119 119,102,102 102,102,102 136,136,119 130,113,112 113,113,95 136,136,136 109,97,90 76,76,70
119,119,119 119,102,102 102,102,102 136,136,119 130,113,113 113,113,97 136,136,136 112,98,96 76,74,74
119,119,119 119,102,102 102,102,102 136,136,119 130,114,112 113,113,96 136,136,136 108,96,90 77,77,72
119,119,119 119,102,102 102,102,102 136,136,119 130,114,112 113,114,97 136,136,136 115,104,98 80,81,76
119,119,119 119,102,102 102,102,102 136,136,119 130,114,112 114,114,96 136,136,136 116,103,95 77,77,72
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 113,113,96 136,136,136 110,98,94 72,72,70
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 113,114,96 136,136,136 112,99,95 76,77,73
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 114,114,97 136,136,136 112,98,96 78,76,75
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 114,114,97 136,136,136 114,102,98 79,79,76
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 115,115,97 136,136,136 110,100,94 79,79,75
119,119,119 119,102,102 102,102,102 136,136,119 130,114,113 115,115,97 136,136,136 114,101,96 76,77,74
119,119,119 119,102,102 102,102,102 136,136,119 130,115,112 118,118,98 136,136,136 129,119,101 89,89,77
119,119,119 119,102,102 102,102,102 136,136,119 131,114,112 115,115,97 136,136,136 113,99,92 78,78,73
119,119,119 119,102,102 102,102,102 136,136,119 131,115,112 115,115,96 136,136,136 113,101,93 77,76,71
119,119,119 119,102,102 102,102,102 136,136,119 131,115,112 116,115,96 136,136,136 118,103,94 77,77,71
119,119,119 119,102,102 102,102,102 136,136,119 131,115,112 125,125,101 136,136,136 120,106,95 119,119,98
119,119,119 119,102,102 102,102,102 136,136,119 131,115,113 114,114,97 136,136,136 111,100,97 78,78,75
