21,1,26
# chests off
11,1,26
1,2,26
1,5,26
1,8,26
2,8,26
2,2,26
3,3,26
4,2,26
4,4,26
3,5,26
3,6,26
4,7,26
3,8,26
5,8,26
5,4,26
5,2,26
6,3,26
7,2,26
7,4,26
6,5,26
6,6,26
7,8,26
6,8,26
8,8,26
8,2,26
9,3,26
10,2,26
9,5,26
9,6,26
9,8,26
10,8,26
10,6,26
11,6,26
12,8,26
13,8,26
13,6,26
12,6,26
11,5,26
11,2,26
12,3,26
12,5,26
13,5,26
13,2,26
14,2,26
14,8,26
16,8,26
16,6,26
15,5,26
15,6,26
16,4,26
16,3,26
15,3,26
17,2,26
17,5,26
17,7,26
18,8,26
19,7,26
18,6,26
18,5,26
19,4,26
18,3,26
18,2,26
20,2,26
20,8,26
21,8,26
21,7,26
21,4,26
21,2,26
21,1,25
11,1,25
1,1,25
# chests on
22,1,25
## added to allow chest search (which only happens on the next iteration)
23,1,25
