21,26,25
# chests off
22,26,25
22,29,25
19,29,25
21,28,25
21,27,25
20,27,25
18,26,25
18,23,25
17,26,25
16,26,25
16,25,25
15,27,25
15,30,25
14,29,25
14,24,25
16,23,25
15,24,25
13,24,25
13,25,25
13,21,25
12,21,25
12,24,25
10,25,25
10,21,25
11,21,25
11,22,25
9,21,25
9,26,25
7,27,25
7,25,25
8,25,25
8,22,25
7,22,25
7,24,25
6,27,25
5,27,25
5,26,25
6,22,25
5,24,25
4,23,25
4,22,25
3,24,25
2,26,25
2,22,25
1,22,25
1,27,25
4,27,25
3,28,25
6,28,25
6,29,25
3,29,25
3,30,25
1,32,25
3,32,25
4,30,25
5,30,25
9,30,25
9,28,25
13,28,25
16,29,25
13,30,25
10,30,25
4,31,25
16,31,25
19,30,25
22,30,25
22,31,25
17,31,25
9,32,25
20,32,25
22,32,25
23,32,25
24,33,25
20,33,25
19,34,25
25,34,25
25,35,25
21,35,25
21,36,25
26,37,25
26,38,25
28,39,25
25,39,25
25,38,25
24,38,25
21,37,25
24,37,25
22,41,25
24,39,25
21,41,25
20,39,25
19,39,25
19,38,25
21,38,25
18,37,25
18,42,25
18,45,25
20,45,25
24,45,25
27,43,25
27,41,25
26,40,25
25,40,25
25,42,25
26,42,25
25,44,25
23,44,25
21,44,25
20,44,25
20,43,25
19,43,25
19,44,25
17,43,25
17,36,25
16,37,25
15,37,25
15,38,25
16,42,25
16,43,25
15,42,25
15,45,25
14,43,25
14,45,25
13,44,25
12,43,25
12,45,25
11,43,25
8,43,25
11,42,25
11,41,25
12,39,25
14,38,25
15,36,25
15,35,25
13,35,25
13,37,25
12,37,25
12,34,25
13,34,25
13,33,25
12,33,25
11,34,25
10,33,25
8,34,25
9,35,25
11,35,25
11,38,25
10,41,25
10,36,25
9,37,25
8,37,25
9,39,25
7,39,25
6,41,25
5,38,25
7,38,25
4,37,25
1,37,25
1,33,25
4,35,25
3,36,25
4,36,25
4,38,25
3,38,25
1,42,25
5,44,25
5,45,25
3,45,25
1,43,25
4,39,25
