# monsterRegexString=.*(Cutpurse).*
34,4,7
27,2,8
7,4,8
20,10,8
34,16,8
32,17,8
26,18,8
27,18,8
34,18,8
15,27,8
15,28,8
15,29,8
15,30,8
10,33,8
12,37,8
8,38,8
11,38,8
8,39,8
17,54,8
16,55,8
25,56,8
39,61,8
43,63,8
27,1,9
29,14,9
45,14,9
42,17,9
20,19,9
25,19,9
24,21,9
44,21,9
20,38,9
2,40,9
17,41,9
7,43,9
13,43,9
14,43,9
7,44,9
14,44,9
16,44,9
7,45,9
42,50,9
39,51,9
42,51,9
42,52,9
17,53,9
41,53,9
16,58,9
18,61,9
41,61,9
43,61,9
18,63,9
42,63,9
28,3,10
42,5,10
42,6,10
42,7,10
42,8,10
33,10,10
41,10,10
41,11,10
44,11,10
40,12,10
41,12,10
40,13,10
40,14,10
40,15,10
30,16,10
38,16,10
39,16,10
40,16,10
40,18,10
21,20,10
40,20,10
40,21,10
40,22,10
40,23,10
40,24,10
40,25,10
39,26,10
35,28,10
42,28,10
21,29,10
11,30,10
21,30,10
30,30,10
35,31,10
36,31,10
36,32,10
36,34,10
36,35,10
23,36,10
34,36,10
35,36,10
36,36,10
33,37,10
33,38,10
26,39,10
16,40,10
32,40,10
15,41,10
18,41,10
19,41,10
21,41,10
28,41,10
32,41,10
17,42,10
18,42,10
42,63,10
42,3,11
41,4,11
43,5,11
11,7,11
41,7,11
38,8,11
41,33,11
35,36,11
43,3,12
