15,12,17
# chests off
9,12,17
18,12,17
19,13,17
19,14,17
21,14,17
19,13,17
21,12,17
21,15,17
14,14,17
16,13,17
9,13,17
12,16,17
11,16,17
11,17,17
9,17,17
10,16,17
9,14,17
11,14,17
16,15,17
21,16,17
20,16,17
18,16,17
12,17,17
21,17,17
21,18,17
14,18,17
12,18,17
9,18,17
9,19,17
21,19,17
21,20,17
17,20,17
15,20,17
9,20,17
10,21,17
9,21,17
9,22,17
9,23,17
15,20,17
20,21,17
21,21,17
14,21,17
12,21,17
10,22,17
21,22,17
20,23,17
10,23,17
12,24,17
12,26,17
13,26,17
15,24,17
15,25,17
14,26,17
16,26,17
15,25,17
16,24,17
17,26,17
18,26,17
20,23,17
15,11,17
