## center lava room (excluding middle, which would require flight...)
18,37,27
19,37,27
15,37,27
12,36,27
20,36,27
23,38,27
24,38,27
27,38,27
24,37,27
28,36,27
28,37,27
30,37,27
29,35,27
12,35,27
24,34,27
28,34,27
30,34,27
31,34,27
30,35,27
33,36,27
34,36,27
35,34,27
33,34,27
35,33,27
24,33,27
27,33,27
32,32,27
35,32,27
32,31,27
31,30,27
30,31,27
27,31,27
28,31,27
29,30,27
28,29,27
33,29,27
33,30,27
35,30,27
34,29,27
34,28,27
32,28,27
30,28,27
29,28,27
29,27,27
35,27,27
## missing location 36,28,27 added
35,28,27
36,28,27
36,27,27
31,26,27
30,26,27
33,25,27
36,25,27
30,24,27
31,24,27
36,23,27
36,22,27
31,22,27
30,21,27
33,21,27
35,21,27
29,20,27
## missing location 28,20,27 added and repeated previous location to ensure no path change...
28,20,27
29,20,27
27,19,27
31,20,27
32,20,27
32,19,27
33,19,27
26,18,27
29,17,27
31,17,27
33,17,27
33,16,27
33,15,27
32,16,27
30,16,27
31,15,27
31,13,27
30,13,27
30,14,27
29,15,27
29,13,27
28,16,27
25,16,27
27,15,27
25,14,27
27,13,27
22,13,27
22,14,27
24,14,27
24,15,27
22,16,27
21,17,27
21,14,27
20,18,27
20,20,27
19,20,27
19,16,27
18,13,27
18,14,27
17,13,27
17,16,27
18,16,27
18,17,27
18,20,27
17,21,27
17,17,27
16,18,27
16,16,27
16,12,27
15,13,27
15,18,27
15,19,27
14,19,27
14,12,27
13,12,27
11,12,27
11,13,27
13,13,27
13,14,27
11,14,27
11,16,27
13,16,27
13,15,27
12,21,27
14,21,27
16,20,27
16,22,27
15,21,27
15,22,27
11,22,27
11,23,27
16,23,27
15,24,27
14,24,27
13,24,27
11,25,27
11,24,27
14,25,27
15,26,27
11,26,27
11,27,27
15,28,27
11,28,27
13,29,27
16,29,27
16,30,27
18,30,27
13,30,27
12,33,27
15,33,27
14,31,27
16,33,27
17,32,27
17,31,27
18,33,27
19,31,27
19,33,27
20,33,27
## path towards bottom right room
26,7,27
33,7,27
29,5,27
29,7,27
31,7,27
31,5,27
27,5,27
27,1,27
28,4,27
29,4,27
29,2,27
30,1,27
30,4,27
32,4,27
31,1,27
## bottom right room (excluding island)
# chests off
33,2,27
37,1,27
38,2,27
39,2,27
38,3,27
36,3,27
36,2,27
35,3,27
34,2,27
33,3,27
33,4,27
33,5,27
37,4,27
37,5,27
34,5,27
34,7,27
37,6,27
37,7,27
35,7,27
35,8,27
34,8,27
34,10,27
35,10,27
36,9,27
36,10,27
37,11,27
37,8,27
38,8,27
42,7,27
44,6,27
45,7,27
45,9,27
44,10,27
41,8,27
41,9,27
41,11,27
43,10,27
42,11,27
42,9,27
40,11,27
38,11,27
38,9,27
39,9,27
45,10,27
45,13,27
44,11,27
44,13,27
44,6,27
# chests on
44,3,27
## added to allow chest search (which only happens on the next iteration)
44,2,27
