# chest on
21,43,27
20,43,28
21,43,28
20,45,28
17,42,28
15,44,28
13,43,28
10,41,28
10,37,28
11,30,28
12,31,28
21,22,28
22,20,28
10,29,28
3,21,28
2,19,28
1,16,28
2,13,28
2,11,28
1,6,28
3,4,28
6,3,28
8,2,28
9,3,28
11,6,28
11,10,28
9,11,28
6,10,28
4,5,29
9,6,29
11,9,29
12,11,29
13,13,29
14,16,29
10,13,29
7,14,29
7,16,29
5,17,29
5,19,29
5,29,29
6,29,29
10,38,29
# chest off
21,38,29
21,40,29
21,36,29
21,43,29
21,45,29
22,45,29
23,36,29
23,45,29
24,45,29
24,37,29
24,34,29
37,42,29
38,42,28
41,42,28
45,42,28
42,41,28
38,41,28
41,40,28
38,39,28
40,38,28
42,41,28
27,39,31
18,36,31
18,34,31
15,35,31
15,36,31
17,36,31
18,37,31
15,37,31
20,37,31
20,42,31
18,42,31
19,41,31
15,41,31
15,42,31
15,43,31
17,43,31
16,42,31
18,43,31
18,44,31
19,44,31
19,43,31
37,35,29
25,35,29
25,38,29
25,45,29
26,45,29
26,31,29
25,29,29
25,33,29
24,33,29
23,29,29
23,32,29
27,33,29
27,31,29
27,28,29
28,26,29
28,37,29
27,37,29
28,39,29
27,39,29
27,42,29
27,45,29
28,40,29
28,45,29
30,45,29
38,45,29
36,44,29
37,43,29
34,42,29
34,45,29
32,42,29
32,44,29
30,42,29
30,44,29
29,42,29
29,39,29
30,41,29
31,41,29
32,39,29
32,41,29
33,41,29
34,39,29
34,41,29
35,41,29
36,39,29
36,41,29
36,37,29
28,37,29
28,33,29
29,33,29
36,33,29
36,39,29
34,39,29
32,33,29
32,39,29
30,39,29
29,32,29
29,29,29
30,31,29
30,25,29
30,24,29
29,25,29
29,27,29
31,32,29
32,32,29
32,28,29
31,27,29
31,25,29
32,24,29
32,26,29
32,22,29
33,22,29
33,32,29
34,32,29
34,26,29
34,24,29
35,22,29
35,32,29
36,32,29
37,22,29
37,26,29
37,34,29
38,37,29
39,23,29
39,25,29
40,23,29
40,27,29
39,27,29
39,33,29
39,37,29
40,37,29
41,23,29
41,21,29
45,21,29
45,22,29
42,23,29
45,23,29
44,24,29
45,25,29
42,25,29
41,24,29
41,25,29
42,26,29
44,26,29
44,27,29
45,27,29
41,27,29
41,28,29
45,28,29
45,29,29
41,29,29
41,30,29
45,31,29
41,31,29
41,32,29
42,32,29
42,33,29
41,33,29
45,33,29
45,34,29
41,34,29
41,35,29
45,36,29
41,36,29
44,37,28
45,37,28
41,38,28
45,39,28
43,39,28
45,40,28
43,43,28
45,45,28
44,45,28
44,44,28
43,45,28
39,45,28
42,44,28
38,43,28
