# chests on
27,30,14
# chests off
27,24,14
28,33,14
28,21,14
26,18,14
26,12,14
27,18,14
28,17,14
28,12,14
29,33,14
30,34,14
30,12,14
31,12,14
31,34,14
32,34,14
32,29,14
32,17,14
32,12,14
33,10,14
33,22,14
33,27,14
33,36,14
34,35,14
34,10,14
35,10,14
35,36,14
36,36,14
36,12,14
35,9,14
37,9,14
37,16,14
37,22,14
37,28,14
37,31,14
37,36,14
38,36,14
38,9,14
39,9,14
39,35,14
40,35,14
40,9,14
41,9,14
41,35,14
42,35,14
42,28,14
42,21,14
42,18,14
42,10,14
43,10,14
43,36,14
44,36,14
44,10,14
45,10,14
45,36,14
34,37,14
