40,24,24
# chests off
40,25,24
39,25,24
43,25,24
45,26,24
39,26,24
39,27,24
45,27,24
45,28,24
39,28,24
37,28,24
34,29,24
40,29,24
43,29,24
45,30,24
37,30,24
33,31,24
42,31,24
45,31,24
45,32,24
43,32,24
41,32,24
37,32,24
33,32,24
33,33,24
45,33,24
45,34,24
42,34,24
39,34,24
36,34,24
33,34,24
31,35,24
45,35,24
45,36,24
37,36,24
35,36,24
31,37,24
34,37,24
36,37,24
39,37,24
42,37,24
45,38,24
32,38,24
30,39,24
45,40,24
43,40,24
41,40,24
40,40,24
36,40,24
34,40,24
30,41,24
45,42,24
39,42,24
30,43,24
29,43,24
31,43,24
32,43,24
34,43,24
36,43,24
40,43,24
43,43,24
45,44,24
37,44,24
31,44,24
28,45,24
# chests on
27,45,24
# chests off
45,45,24
29,37,24
28,38,24
26,38,24
26,39,24
26,41,24
23,41,24
21,41,24
25,40,24
21,39,24
21,38,24
25,38,24
27,37,24
21,37,24
21,35,24
23,35,24
23,36,24
28,36,24
28,35,24
24,35,24
21,34,24
24,33,24
24,34,24
25,33,24
25,34,24
27,33,24
28,33,24
28,34,24
