14,17,23
# chests off
12,18,24
10,18,24
8,19,24
6,19,24
4,18,24
7,18,24
4,19,24
5,19,24
4,20,24
1,20,24
1,18,24
6,17,24
11,17,24
14,16,24
7,16,24
5,16,24
1,16,24
4,15,24
5,14,24
1,14,24
7,14,24
9,14,24
8,15,24
11,15,24
16,15,24
7,14,24
8,13,24
11,13,24
15,13,24
17,13,24
20,12,24
8,12,24
1,12,24
1,11,24
6,11,24
14,11,24
16,11,24
22,11,24
22,10,24
17,10,24
13,10,24
1,10,24
8,9,24
9,9,24
14,9,24
16,9,24
21,9,24
23,9,24
5,8,24
1,8,24
17,7,24
19,7,24
23,7,24
13,6,24
10,6,24
7,6,24
3,6,24
1,6,24
4,5,24
6,5,24
11,5,24
21,5,24
20,4,24
18,4,24
16,4,24
7,4,24
3,4,24
1,4,24
3,3,24
4,3,24
5,2,24
6,3,24
8,3,24
9,3,24
13,3,24
21,3,24
19,2,24
2,2,24
1,2,24
21,1,24
22,3,24
